cluster_size,mean,var_latitude,var_longitude,cov
5,"(37.736601563479795, -122.46924848083036)",1.5016176558650463e-06,3.9765114728552427e-07,5.277567728019165e-07
5,"(37.717918131794214, -122.46533846621432)",3.557200690801956e-11,8.058801942184449e-07,5.354136205824895e-09
5,"(37.79890305562089, -122.44680227673976)",2.917999485140934e-07,5.821864712615133e-07,1.1479357270800968e-07
5,"(37.744656939651264, -122.44286527896955)",1.9948902490378926e-07,5.90837108235038e-09,-3.433154796958365e-08
5,"(37.75944444087311, -122.48565221236872)",4.4908403326953123e-10,2.3081824960612685e-07,1.0181197890490726e-08
5,"(37.74236226687784, -122.49971600568142)",7.210502819521435e-07,8.935519082201813e-07,1.9196795361133473e-07
5,"(37.7596808089841, -122.4802903526499)",1.5592073180778549e-09,8.032103476665023e-07,3.5388860487559154e-08
4,"(37.78158977987792, -122.49425140112123)",6.235970252891129e-10,2.8805040230237034e-07,1.3402513719787434e-08
4,"(37.7595603153511, -122.4830243917546)",5.571870383622872e-10,2.867445019107024e-07,1.264002847252701e-08
4,"(37.747414785408466, -122.50394213295542)",1.5026234976761711e-09,7.661569299516986e-07,3.393000736459605e-08
4,"(37.7377570415317, -122.47908697608794)",9.042966052129096e-07,3.5670935394218683e-07,2.920148666797378e-07
4,"(37.74516538620431, -122.42903667296396)",0.0,0.0,0.0
4,"(37.71116107664349, -122.38645191189221)",0.0,0.0,0.0
4,"(37.753980733192364, -122.48236560183042)",7.36267567980318e-10,3.798599179283951e-07,1.672359225604184e-08
4,"(37.74681562261405, -122.47514098363571)",5.013485610993184e-10,2.5741273917772245e-07,1.1360171935115475e-08
4,"(37.7568817432406, -122.50137594882696)",1.4780034861981949e-09,7.672685624393659e-07,3.3675296639243394e-08
4,"(37.774632347243546, -122.48004001662784)",0.0,0.0,0.0
4,"(37.78687743757966, -122.47358658728939)",5.037001738976196e-07,2.839714268961064e-07,1.9976972697156117e-07
4,"(37.73842615347523, -122.4957884114468)",1.453108827497836e-09,7.59151116032878e-07,3.3213388610888796e-08
4,"(37.75537469978938, -122.49321307818394)",7.538930545966517e-10,3.8548344482647274e-07,1.7047383720579217e-08
4,"(37.75025402381403, -122.49258639333596)",8.815958054928281e-07,2.68689002796232e-07,1.1703608351936378e-07
4,"(37.74224847283138, -122.49390762890434)",1.5041462019969952e-09,7.65085799596543e-07,3.392310221456155e-08
4,"(37.77306951516253, -122.38728739685827)",0.0,0.0,0.0
4,"(37.74171885598818, -122.505742715159)",4.369459525591944e-09,2.4454320343454686e-06,1.0324626829216443e-07
4,"(37.74414139692262, -122.4654600072936)",3.8940928067063603e-07,6.987219562200189e-07,-4.7583035117172454e-07
4,"(37.75368752453595, -122.45063040146653)",4.0206018194911827e-07,5.339961409486688e-07,1.1425313006258158e-07
4,"(37.77567887797066, -122.49811886223858)",5.932636485908925e-10,2.8453919499921996e-07,1.299256560469689e-08
4,"(37.8013465268578, -122.447451771658)",3.287416686768278e-07,5.411152950004109e-07,-4.2176669501631955e-07
4,"(37.72821056328196, -122.47869797056973)",0.0,0.0,0.0
4,"(37.74621340494203, -122.43512438690918)",1.618182081412848e-07,2.4137962992116796e-07,-9.534627421857235e-08
3,"(37.73443927770875, -122.47281211587843)",3.854965903813764e-07,9.796569568120625e-08,1.9433332616781032e-07
3,"(37.78564884045485, -122.48728636652208)",0.0,0.0,0.0
3,"(37.7181267149201, -122.4141763243238)",0.0,3.0292258760486853e-28,0.0
3,"(37.717890152328465, -122.46953879761709)",1.1947651899099586e-11,2.6789806457484476e-07,1.7890647892076876e-09
3,"(37.71498278041112, -122.45247422582248)",0.0,0.0,0.0
3,"(37.7415342624393, -122.43562104740643)",0.0,3.0292258760486853e-28,0.0
3,"(37.725304414082046, -122.37895131354931)",0.0,0.0,0.0
3,"(37.73755329507275, -122.43801300517255)",8.592044705004268e-08,1.1468169409908786e-07,-9.926480960264756e-08
3,"(37.775125350519865, -122.46922688286058)",0.0,0.0,0.0
3,"(37.73542874172957, -122.44231179397059)",2.777613302119618e-07,3.454655390749308e-07,2.736937022024084e-07
3,"(37.77115580067553, -122.47365519248189)",0.0,0.0,0.0
3,"(37.7511255525711, -122.50456205262891)",3.1496897233390305e-09,1.5316354427249225e-06,6.945629139143922e-08
3,"(37.7438006596546, -122.5011785634287)",7.448007928280087e-10,3.826981701768882e-07,1.6882947034258402e-08
3,"(37.73528871444638, -122.4631751745985)",8.100132968988047e-07,4.923431061908657e-07,-5.502052972982599e-07
3,"(37.75055988067989, -122.38269394788188)",0.0,0.0,0.0
3,"(37.72859246948595, -122.45111881012404)",1.6556057627273278e-07,1.1713963432233686e-10,-4.403828489256056e-09
3,"(37.72773459560141, -122.44655630063107)",2.1899165810430198e-07,7.350596516543565e-12,-1.268747145499678e-09
3,"(37.817823897791946, -122.37124589911552)",0.0,0.0,0.0
3,"(37.74620069008983, -122.46191754353093)",7.759185841093749e-08,1.2917752349167032e-07,1.0011555379980293e-07
3,"(37.7375984756023, -122.472088827034)",0.0,0.0,0.0
3,"(37.73458928620908, -122.47787377009642)",2.4154872216697074e-09,1.886259086610936e-06,6.749988681817985e-08
3,"(37.74687402255978, -122.46471412143477)",0.0,0.0,0.0
3,"(37.72399972606433, -122.48507517930894)",0.0,0.0,0.0
3,"(37.72214782185991, -122.41662869614784)",3.437722756388286e-07,6.244780537888553e-08,-1.4651902321456474e-07
3,"(37.7320087679426, -122.46093221764691)",2.4440974691749926e-08,4.170933329820393e-07,-1.0096617054990075e-07
3,"(37.78381746145697, -122.48644271052723)",7.696946430298292e-10,3.7595472475481553e-07,1.7010888797048067e-08
3,"(37.744313943911415, -122.46003018847567)",1.9317595591110626e-07,2.2126106841546066e-08,-6.53776096206257e-08
3,"(37.74149933163951, -122.45335031748685)",9.988475992958451e-08,2.824912351114014e-07,-1.6797788307189179e-07
3,"(37.75908680840698, -122.45208708565575)",4.4596022371380045e-07,8.554596717539834e-07,6.176576613250585e-07
2,"(37.804942156485225, -122.44778300938013)",9.498905941392003e-08,4.923041320131322e-07,2.162487143210654e-07
2,"(37.79376511962328, -122.44658786372358)",0.0,0.0,0.0
2,"(37.73867692091308, -122.44352097234811)",0.0,0.0,0.0
2,"(37.768819936607976, -122.38930771704928)",0.0,0.0,0.0
2,"(37.72701952219783, -122.48386439662315)",0.0,0.0,0.0
2,"(37.751249395207246, -122.45106710915803)",0.0,0.0,0.0
2,"(37.73068763436866, -122.45744575733735)",0.0,0.0,0.0
2,"(37.737407341045724, -122.4763682713694)",0.0,0.0,0.0
2,"(37.80407224940463, -122.4019734281221)",0.0,0.0,0.0
2,"(37.73432349673145, -122.48333229870022)",6.928243142840919e-10,3.924170368047086e-07,-1.648866472573257e-08
2,"(37.75643832081522, -122.46900269366077)",0.0,0.0,0.0
2,"(37.73981238341194, -122.50667573830013)",0.0,0.0,0.0
2,"(37.71895555784868, -122.50022095522831)",0.0,0.0,0.0
2,"(37.7346255713805, -122.47510247123124)",0.0,0.0,0.0
2,"(37.75432840530162, -122.46041716756062)",5.693527123026857e-08,1.2702826998268396e-06,-2.6893101355879164e-07
2,"(37.764970792128274, -122.48796743243817)",0.0,0.0,0.0
2,"(37.764494759650454, -122.4986873067502)",0.0,0.0,0.0
2,"(37.745148985345935, -122.4571211552234)",2.331102076349648e-07,1.4927920459395895e-07,-1.8654357769293524e-07
2,"(37.710365232979576, -122.39088782630682)",0.0,0.0,0.0
